text,label_gt
something went wrong with my withdrawal the amount of money isnt right,75
i have got out the wrong amount from an atm please tell me the process to get the cash back as in app its showing the amount i have been actually received,75
i asked for 100 but only got 20,75
i didnt receive the right amount of cash back,75
the atm gave me less cash than i requested,75
i didnt get as much cash as i asked for from the atm why,75
what do i do if the atm didnt give me the correct amount i withdrew i pulled out 30 pounds and the atm gave me 10 pounds,75
i tried to take out cash but the amount isnt right so what do i do,75
i didnt receive all the cash i asked for,75
i just got 20 when i tried to get 100,75
the right amount of cash was not sent to me,75
the atm didnt give me the the withdraw amount requested,75
why did i get less money than i asked for,75
i didnt get the right amount at the atm,75
did not receive correct cash upon withdrawal,75
will declined funds i tried to withdraw be returned to me,75
i payed with a card and was charged an extra fee,15
i was charged a fee after using my card and i shouldnt have been,15
is there a reason i was charged a fee for using my card as payment ive never had an extra fee before,15
i show another charge on my card from when i used it why,15
why do i get charged additional fees on some payments but not others,15
i used my card for a purchase and was charged a fee,15
why was i charged for card payment,15
there is an unauthorized fee,15
i would appreciate that someone let me know when there is an extra charge for payments i was checking the app earlier and saying a charge on one of my payments that was additional that no one made me aware of before,15
why was i charged an extra fee when paying with my card,15
why did i have to pay extra because i paid with card,15
why are there fees for card usage,15
im not sure what this charge is for,15
what is the fee charged with this card payment,15
when would my card be charged an extra fee for a transaction,15
why did i have to pay more when i do it with my card,15
i made a card payment and a fee is showing up,15
i have been charged a fee for paying with card,15
what is the fee on my card payment,15
why would i be charged a fee for card payment,15
will i always be charged a fee for using my card,15
can i check somewhere if there will be a fee on my payment or not seems you are charging in some cases whats the pattern there,15
paying in card resulted in a fee,15
i paid with card and i think there was a fee applied,15
so what items actually come with extra fees,15
how do i avoid getting charged a fee on my card,15
is there a fee when you pay with your card,15
i have been charged with a fee for paying with my card,15
for the first time i got a fee on my account how do i know when you charge these fees,15
someone needs to make me aware when there are extra charges for payments i happened to be looking at the app earlier and noticed a charge associated to a payment that was extra that no one made me aware of before at all,15
is using my card free,15
why was i charged an extra fee when using a card,15
what fees apply when using a card,15
why do you charge for payments why arent your charges clearly laid out in the agreement,15
why was i charged a fee when i paid with card,15
there is a fee on my account why,15
why do you charge fees on card payments,15
i was charged a fee for a card payment why,15
why was a charged a fee for using the card,15
they charged me for paying with my card,15
i completed an in country transfer a few days ago and was sure to check the account information several times since the transaction was completed but the funds are still not available what is the problem,66
my money transfer has not arrived,66
i am still waiting for a transaction to be completed,66
i made a money transaction but the recipient cant see it,66
i tried to send someone money but they havent received it,66
how long does it take for a transfer to get to a recipient,66
how can the recipient see my money transaction,66
i transferred money but the recipient says it has not arrived why would this be,66
the transfer i did hasnt arrived,66
how long do money transfers take,66
i transferred some money and it didint arrive,66
where is the transfer i started,66
transaction failed,66
i just finished sending money but its not logging on the recipient side,66
i completed a money transaction but the recipient hasnt received it,66
the receipient doesnt see my money transfer,66
i transferred the rent payment for my new place a couple days ago but the landlord says its not there yet despite showing up as done on my side i checked the account number i sent it to and its definitely correct can you please verify if the transaction really went through or not,66
i need to find out why my transfer didnt get there,66
ive just moved address from a place in durham to a place in waltononthenaze i have a new landlord at my new house and they havent got my payment but i know i sent it on time can you check they got it please,66
i sent money they havent received it,66
hey i need some help figuring out way my transfer is not complete yet my landlord hasnt got the money yetshe should have received it by now,66
the day before yesterday i performed a transfer which was within this country it still hasnt gone through can you check on that the account number is definitely correct as ive checked and double checked,66
im having a problem with a money transfer i sent some money to a friend a couple of hours ago and they havent received it yet why hasnt it gotten to them how long do transfers need to go through,66
i transferred some money but the receiver cant pick it up for some reason,66
where is the transaction i made to a friend,66
my friend still hasnt gotten a transaction i made,66
im waiting for my transaction to go through,66
i made a transaction and it is taking a very long time to go through,66
is there a reason why my transaction is taking so long,66
how long will it take for my transaction to be completed,66
i sent some money and the receiver cant access it,66
i sent my friend some money a few hours ago but she has not received it yet she really needs it how long does this take,66
the person i sent money to hasnt gotten it yet,66
when will my funds transfer,66
how long does it take for transfers to finish i sent funds to my pal and she says that she has not gotten anything,66
how long do transfers need to come through i sent some money to a friend she needs it urgently but seems its still not there yet after a couple hours,66
how long until my friend receives my transaction,66
why hasnt my recipient received their money,66
i am still awaiting the completion of the transaction,66
i transferred some money but the recipient is having trouble withdrawing,66
to add money to my account what currencies can i use,54
i need support options i want to top my card,54
i have 1 other us card can you take that,54
what are the cards and currencies that are supported,54
what currencies are accepted for adding money,54
what kind of currencies can i use to add money,54
i only own one other credit card from the usa will it be accepted,54
if i only have 1 other us card can you take it,54
can i use my american express to add money to my account,54
can you tell me what cards and currencies you take,54
can i use american express to add money into my account,54
will you accept my other card from the us,54
what is accepted in regards to cards and currencies,54
will you accept my other card,54
i would like to add money to my account through my american express,54
which cards do you guys support i want to top up using my credit card,54
what credit cards are supported,54
what cards and currencies do you support,54
how do i transfer funds from my american express into my account,54
how can i use american express to add money to my account,54
when adding money what are the currencies you take,54
which forms of currency are accepted,54
are us credit cards accepted,54
i want to add money but dont know what currencies you accept can you tell me,54
why wouldnt you support american express its a card i like and use often and i dont want to get a different one,54
tell me which cards and what currency is supported,54
do you support all cards and currencies,54
which credit or debit cards can i use to top up,54
what options do i have in regards to payment,54
i just have one other card from the us is that okay,54
what are all the currencies and cards supported to use this,54
what cards to do you support to top up,54
do you accept other currencies besides us dollars,54
can i use any currency to add money,54
is my currency okay to add money with,54
what cards and currencies will suffice,54
how can i use american express to add funds to my account,54
what cards and currencies are supported,54
what currencies or cards do you support for topping up,54
which cards and currencies do you support,54
where can i obtain my virtual card,40
how do you get a virtual card,40
where can i find a virtual card,40
is there an option to have a virtual card,40
if i dont want a physical card can i get a virtual version,40
i requested a virtual card but it is not showing up why,40
can you tell me how to order a virtual card,40
where is the virtual card,40
what is the virtual card,40
how do i get a virtual card,40
where do i order a virtual card from,40
why did i not get a virtual card yet,40
how can i order virtual cards,40
can you tell me where i can order a virtual card,40
is it possible for me to get a virtual card,40
is this where i order a virtual card,40
what are the steps to getting a virtual card,40
help me obtain a virtual card,40
where is the virtual card located,40
where can i order a virtual card,40
where do i obtain my virtual card,40
i want a virtual card,40
i want one of those virtual cards,40
are virtual cards available to get,40
can you help me sign up for a virtual card,40
can i get a copy of the card by email,40
where do i find the virtual card,40
why do i not have a virtual card,40
how do i order a virtual card,40
i thought i was going to get a virtual card but i havent received it yet how can we resolve this,40
please help me get a virtual card,40
can i order a virtual card,40
where can i go to get a virtual card,40
where are the virtual cards located,40
i would like a virtual card where can i purchase one,40
when should i receive my virtual card,40
i need to reorder my virtual card,40
where can i get a virtual card,40
is there a way to obtain a virtual card,40
can i have one of the virtual cards,40
will my card be accepted all over the world,10
who accepts this card,10
can i use my card for payment all over the world,10
it will be fine to use at any establishment that accepts mastercard,10
where can the card be used,10
can my card be used everywhere,10
are there any limits on where i can use my card,10
what stores can i sue my card,10
can i use my card anywhere i want,10
is there anywhere my card will not be accepted,10
what are the rules to where i can use my card,10
do you know where my card will be accepted,10
what places can i use my card,10
is my card accepted everywhere,10
what places will accept my card for payment,10
does this card work everywhere,10
what businesses accept this card,10
where can i use my card,10
which outlets accept my card,10
i am traveling to germany will i be able to use my card there,10
what stores will take my credit card as payment,10
is there any place i cannot use my card,10
will i be able to use my card anywhere,10
is my card usable anywhere,10
is it acceptable to use my card anywhere,10
can i use my card everywhere,10
where is my card accepted,10
where can i pay with my debit or credit card,10
where should my card work,10
areas card is accpeted,10
places i can use the card,10
can i make online purchases with my card,10
does every place of business accept this card,10
what places will accept my card,10
can i use my card anywere,10
will any business take this card,10
will filling stations accept my card,10
where am i able to use the card,10
what can i use my card to pay for,10
who accepts my card,10
my topup was cancelled will i receive a refund,61
how do i fix a reverted top up,61
is it possible to tell if my top up has reverted,61
my topup showed as complete but its no longer there whats going on here,61
hi i dont know whats going on ive just paid for my top up twice by accident can you help me get a refund please,61
it seems my top up is reverted,61
the app wouldnt accept my top up,61
i topped up my account and even though it was confirmed at first the money isnt there anymore why did this happen and where did my money go,61
i believe my money did not go through with my top up was there a problem on your end,61
my topup was reverted why did this happen,61
i put money into my account for the minimum balance but the application didnt accept,61
can you tell me if my topup has been cancelled,61
i got topped up but the application reverted it,61
why would my top up be cancelled,61
there appears to have been a reversion in my top up,61
the application reverted my topup,61
i think my topup was cancelled,61
i believed crypto top up with something you offered this does not seem to be working the money has been removed from my account though so whats going on,61
i topped up but the app reverted it,61
i went to top up and it is no longer there was it sent back,61
what happened to my topup,61
can you tell me why my top up was reverted,61
for what reason would a top up be reverted and returned to my account,61
when i topped up the app reverted my funds,61
what happened to where my topup was canceled,61
i tryed to make a topup with cryptocurrency but the payment was referted,61
the app reverted my top off,61
the app reverted my action when i topped up,61
was my top up reversed,61
i see my topup was canceled but why,61
do you know if my topup has been cancelled,61
has my topup has been cancelled,61
my topup was revoked,61
causes of topup cancellation,61
the app reverted what i topped up,61
has my top up been reverted,61
im very upset as my topup was canceled and i have no idea why,61
my topup has been cancelled,61
on my last transaction it seem that my topup was not successful,61
id like to know why my topup was canceled please,61
i tried making an update to my balance using cheque just yesterday but it doesnt appear to have worked should this not be a faster process i need you to please check over my account because something has went wrong,6
how come i dont see my deposit in my account yet,6
is there a reason why my account isnt updating because i used a check to balance my account,6
i dont know why the deposit i made a week ago still hasnt showed up i really need the money now,6
i made a cash deposit almost a week ago but its still not there please sort this out asap i need the money,6
where is my cash deposit,6
how can i get the cash deposit to show up on my account,6
when will i see the cash i deposited this morning as available,6
cash from this morning has not deposited,6
where is the cash from my cheque i recently deposited,6
cash deposit to my account but it has not appeared,6
when i deposit cheques and cash my balance does not update,6
i made a deposit this morning but it is still pending,6
cash deposit to my account has shown a red flag,6
i have paid money into my account but it doesnt show,6
the balance on my account wasnt updated after i made a depost,6
are cheques accepted to my account mine didnt seem to work,6
i deposited a check but my balance is still the same,6
im still waiting for my account to update from a cash deposit,6
i submitted a cheque couple days ago nothing happened to my account yetwould you please check what could be the possible issue,6
where is my deposit,6
my bank statement doesnt show the cash deposit i made recently,6
my cash deposit from a week ago hasnt shown up i need the money how quickly can you sort this out,6
why didnt my balance update after my cash or checque deposit,6
why is the cash deposit not showing up in my account,6
i made a deposit of cash and check that has not been added to my balance,6
why hasnt my balance increased after depositing a check,6
why does my account not accept cash deposits,6
what happened to the cash that i tried to deposit into my account its gone,6
i had a cheque deposited but i still havent seen the cash,6
a cheque deposit hasnt posted to my account when will my balance update,6
i submitted a cash deposit to my account but it hasnt posted yet,6
i sent a cheque a few days ago and nothing has happened to my account yet can you please check on this for me,6
has the check i deposited cleared to i can get the cash,6
how long does it take to process cheque deposits,6
how come my cash deposit is not showing up this cant be right there must be some mistake where did my cash go you better not have lost it as i need this money asap,6
i deposited cash this morning and i am still waiting,6
balance hasnt been updated following a cheque or cash deposit,6
i tired to deposit some cash into my account but its not there,6
i sent you a cheque couple days ago nothing happened to my account yet this is unacceptable where is my money,6
i have a strange payment in my statement,16
there is a charge on my card that i did not make,16
i saw a payment i did not do,16
there is a payment that is not mine in the app please advise,16
an unauthorized payment is in my app,16
i did not make this card payment,16
what should i do if i see a payment i didnt make,16
i found an unauthorized card payment,16
there is a transaction on my account that i didnt make,16
i dont recall making that payment,16
there are some payments with my card that i dont know where they are coming from just checked today and its been since a couple days as well what to i do can i revert this retrospectively my card needs to be frozen immediately as well,16
has someone accessed my card there are payments i did not make that are showing up on the app,16
there are some strange charges on my card that i didnt make from a few days ago is my card stolen and if so should i cancel it will i get refunded the charges,16
why would there be a payment on my account i dont recognize,16
i have a payment i didnt do,16
there is a payment that is not mine,16
can you freeze my account i just saw there are transactions on my account that i dont recognize how can i fix this,16
there is a card payment i do not recognise,16
i dont recognise a card payment,16
payment i did not do,16
please put a freeze on my card i am worried there has been some payments on it and i dont know what for,16
i think my statement has a fraudulent charge,16
im concerned about a payment that has recently been made on my card i do not recognize the name that the transaction went to can you help me,16
what should i do to get transactions off of my account if i didnt make them my card must have been compromised and i need to freeze it asap,16
i have a payment listed in error,16
what can i do about some payments on my card i didnt make please put a freeze on my card till we can figure this out,16
im not familiar with a card payment,16
i have an unauthorized transaction on my statement,16
there is a payment in the app that is not mine,16
i dont know where this transaction came from,16
i see a charge on my account that i dont recall making i feel like my account may have been compromised,16
i know i didnt make this payment showing up on my card i dont remember this person at all,16
somebody used my card to make a purchase,16
theres a recent charge on my card that i know i didnt make because ive never seen the name before can we investigate this,16
some of my card payments look different than where i purchased products from why is that,16
there is a strange payment on my statement what should i do,16
i think there has been a purchase made that wasnt by me,16
there is a fraudulent charge on my statement,16
what is the payment in my account that i did not do,16
in my statement there is a payment that is i do not recognize,16
i no longer live at my address on file how do i change it,30
how to change my address,30
how do i update my details,30
my address needs to be revised,30
got married need to change account name,30
my address has changed,30
got married and need to change name,30
i want to change my personal details,30
i moved i need to update my details,30
i need to edit the personal details section of my account,30
where can i change my personal information after i move,30
where can i go to modify my detail,30
how do i change my information,30
i need to change my account details,30
i moved where do i update my details,30
i relocated and need to change my personal details,30
i need to update my personal details,30
my address has changed how do i report it,30
i need to update my info,30
how can i modify my details,30
what do i have to do to change my name,30
my address has updated and i need to change it,30
where can i go to update my personal profile,30
is it possible to edit my personal details on the app,30
how can i change my details,30
i need help changing my last name on my account,30
how do i update my current residence details,30
how do i change name,30
i need to change my name since i got married,30
i want to change my address,30
how to change name,30
can i change my information,30
i need to update my current address,30
i have moved where can i update my details,30
i want to change my name,30
should i just wait until the post office sends a change of address form,30
i need to change my name what do i do,30
how can i edit my personal details,30
how do i change my address,30
what do i need to do to change the address on my account,30
why do you require so many details about my identity,74
id rather not verify my identity,74
do i need to verify my identity every time i log into my account,74
why am i required to verify my identity,74
can i make transfers before identity verification,74
what is the need to verify my identity,74
do i have to do the identity check,74
can i use my account without verifying my identity,74
why is identity verification mandatory,74
do i have to do an identity check,74
i would like to not have to do the identity verification,74
can i still use my account even though the identity verification has not passed yet,74
why do you require all my identity details,74
why do you need so much information to verify my identity,74
what is the purpose for the identity check,74
i dont like that i have to fill out so much information about my identity,74
what is the point of an identity check,74
how come you need to know my identity,74
may i use my account now even though the identity verification has not gone through yet,74
do i need to verify my identity to use my account,74
why am i required to do an identity check,74
why am i being asked to have an identity check,74
can i make transactions before identity verification is complete,74
do i really need to verify my identity,74
why do i have to give you all of my identification details,74
why do you require so many identity details,74
since my id hasnt been verified when can i use my account,74
i wont verify my identity,74
i want to skip verification of my identity,74
i do not wish to verify my identity,74
why do i have to verify my identity,74
what is the identity check,74
what other methods are there to verify my identity,74
do i need to verify my identity,74
do i need to verify my identity each time i wish to use my account,74
can i use my account if the identity verification is not complete,74
why is it asking me to verify my identity,74
do i have to verify my identity,74
why do you need to know so much about me,74
why did i need to verfiy my identity,74
i cannot verify my identity,68
i do not have what is required to prove my identity,68
why doesnt the app believe i am who i say i am,68
i am having trouble verifying my identity,68
what do i do if my verification failed,68
it is impossible to verify my identity,68
the app doesnt know its me,68
im having trouble verifying my id,68
app does not recognize me,68
help my verify my id,68
the app failed to verify my identity,68
i cant verify my id,68
i cant prove my identity,68
i am not being recognized by the app,68
why isnt my id being verified,68
the app will not let me into my account,68
i am having trouble proving my identity,68
i cannot prove my own identity,68
my id wont be verified,68
i can not get the app to know it is me,68
i cant verify my identity,68
the app doesnt recognize me,68
i am having difficulties to verify my identity,68
the app doesnt believe that i am me,68
whats with not verifying my id,68
what do i need to verify my id,68
i tried verifying my id but it wont let me,68
how do i show this stupid system that this is really my identity,68
i am experiencing difficulty providing my identity,68
i a having trouble proving my identity,68
how long will it take for my id to verify,68
why am i not able to verify my id,68
it doesnt let me verify my identity,68
app doesnt think its me,68
why am i having trouble verifying my id,68
i am having issues with identity verification,68
the app wont let me log in as myself,68
why cant i verify my identity,68
why cant i verify my id,68
for some reason i am having a problem with verifying my identity,68
what do i do with my card pin,38
is the pin delivered separately,38
i do not have my pin,38
are pin separately,38
i cannot seem to find my pin where is it,38
how do i setup my pin for the new card,38
how do i find my card pin,38
is my card pin saved in the app,38
i dont know where to look to find my pin,38
where in the app can i find out about my new pin,38
where in the app can i find my pin,38
i just got my new card but am not sure how to check its pin,38
do i need a pin,38
if i need a pin for my card where is it located,38
what is my card pin,38
and what about the cards pin,38
about this card pin,38
i received my card but not my pin,38
why cant i see my pin,38
what is the process for setting up a pin,38
does my pin come with my card,38
where can i find the card pin,38
why isnt my pin available yet,38
is my pin located on my account somewhere,38
please help in finding my card pin thank you,38
where is my pin number located,38
i still dont have my pin,38
so what about the card pin,38
i cannot locate the card pin,38
i need my pin,38
where can i find my pin,38
when do i receive my pin,38
help me find my card pin,38
is pin delivered separately,38
i can not find my card pin,38
what do i need to do for a pin,38
why cant i find my pin,38
where is the card pin,38
what is my cards pin,38
where can user find pin,38
i like to mastercard rather than visa,73
do i qualify for a visa card,73
how do i get a visa card,73
do you guys accept visa or mastercard,73
are both visa and mastercard accepted,73
do you guys accept mastercard or visa,73
are both visa and mastercard offered,73
can you give me a visa,73
how to decide if i get a visa or mastercard,73
can i get a mastercard,73
what steps must i follow to get a visa credit card,73
id rather get a mastercard,73
do i get a choice between visa and mastercard,73
what do i have to do to get a visa credit card,73
i would prefer a visa card,73
may i choose between visa and mastercard,73
am i allowed to use any card to make a payment,73
what are the available cards,73
i want to get visa and mastercard,73
am i able to choose my card,73
are both visa and mastercard available to me,73
do you do visa or mastercard,73
how do i select a mastercard instead of a visa,73
i would like to apply for a visa card,73
do i get to choose between visa and mastercard,73
we need both a visa and a mastercard,73
hello can you tell me if you use visa or mastercard,73
id like more information about choosing a visa or mastercard,73
do you have visa or matercard,73
is it possible to have both a visa and a mastercard from you,73
i like mastercard better,73
do you offer visa or mastercard,73
i would rather the mastercard,73
please give me both a visa and a master card,73
is it possible to receive a visa and a mastercard,73
what major card payments are accepted,73
is visa or mastercard available,73
can you let me know if visa is among the card scheme assignments,73
do you use mastercard or visa,73
is it possible to get a visa here,73
how can i top up my account with a card,62
where is my money i was using my card and it disappeared,62
how can i top up by card,62
what is the process for using my credit card to transfer money,62
how do i top up my card using your app im new to this,62
can friends add to my account,62
can i top up using my car,62
why cant i see my topup in my wallet anymore,62
use credit card to transfer money,62
how do my friends top up my account,62
i followed the instructions to transfer money using my card but then the money disappeared and i dont know what happened,62
wheres the money that got charged to my card its not showing up in my account balance,62
how can i top up,62
i am missing some funds from my account i tried to transfer them using my credit card number and it disappeared,62
i have friends that would like to topup my account is that possible,62
how do i transfer money using a credit card,62
can i give my friends access to my account so they can top it up for me,62
i did a topup but im not seeing it in my wallet yet,62
i know i entered the right info but my top up isnt in my balance,62
will my friend be able to top off my account,62
is there a way to transfer funds directly from my card,62
why isnt my top up showing on my wallet,62
i tried to top up using my card but now the money just disappeared,62
help me transfer money to my credit card,62
i tried to use my card to top up but all of the money has disappeared,62
is it possible to use my credit card to transfer money,62
how can someone add money to my account,62
cannot access my top up,62
are my friends able to add funds to my account,62
can i transfer money to my credit card,62
who else can top up my account,62
why is my money gone right when i attempted to top up,62
how do i transfer money using my credit card,62
my friends want to top up my account,62
who can top up my accounts,62
show me how to top up with my card,62
i topped up my card but the money disappeared,62
why dont i see my top up in my wallet,62
why cant i see the topup amount i just added to my account,62
are my friends able to top up my account,62
how can i get multiple disposble cards,29
can i make many disposable cards per day,29
i need to use my disposable card multiple times a day is there a cutoff limit,29
how do i make more than one disposable card in a day,29
can i have more than one disposable card,29
what is the disposable cards limit,29
whats the most disposable cards i can have,29
do these virtual cards have any caps on using them,29
how many disposable cards can i have,29
what is the amount of disposable cards i can have each day,29
how many disposable cards per day am i allowed to have,29
how many card payments can i use on a disposable card,29
what if i need multiple disposable cards,29
if i have more than one disposable card can i make five payments on each of them,29
are you able to explain the restrictions of the disposable cards,29
what is the maximum number of transactions i can make with one card,29
what is the limit to number of transactions i can do with a disposable card,29
how many disposable cards is the limit,29
tell me how many transactions i can do with a disposable card,29
i have to have several disposable cards per day,29
i would like to know any restrictions for the disposable cards,29
how can i create many temporary cards daily,29
is it possible to make several disposable cards in a day,29
how many disposable cards can i make in a single day,29
is there a limit to how many transactions i can make on one disposable card,29
are there any limits to how many disposable cards i can use,29
can you explain the virtual cards limit,29
how many disposable virtual cards can i have,29
i need to create several disposable cards per day,29
are there any hindrances to using a disposable virtual card,29
how many disposable cards can i own,29
how many virtual cards do i get,29
what is the limit to disposable cards you can have,29
how many times can i use a disposable card,29
what can i use a virtual disposable card for,29
do you know what the restriction of the disposable cards are,29
what are the limits for disposable virtual cards,29
what are the limits to using disposable virtual cards,29
how many transactions can i do with one disposable card,29
how many times can i use the disposable virtual card i have,29
i think someone is using my card to make transactions i dont remember,22
someone is using my account,22
someone i dont know has used my card without permission,22
my card was used without my permission,22
can i freeze my card right now,22
freeze my account its been hacked,22
there are transactions i didnt make someone else must have used my card,22
can you freeze my card because someone used it while i was out of town i did not make these purchases,22
someone is using my account to do online shopping please freeze it asap,22
someone else may be using my card there are transactions i dont recognize,22
what do i do to stop unauthorized transactions on my card i was never in the place from which the transactions on my bill were made and i never made them please help,22
what do i do if i think my card was improperly used,22
how can i stop fraud on my account right now,22
i think my identity has been stolen can you check on unauthorized charges,22
i think someone else is using my card there are transactions i didnt make,22
i dont recognize some of the transactions on my card i think someone must have gotten my card info and used it,22
can i use app to freeze account and dispute fraud,22
my card is being used online to make a bunch of purchases someone else is using it fraudulently can you help me freeze it,22
someone has my card number freeze my account,22
i see random purchases to my account was it hacked,22
it seems someone used my card there are a few transactions from a small town in the middle of nowhere that i definitely have not made please prevent them from using it immediately,22
how do i freeze my card using the app,22
my card has been compromised,22
what should i do if i think that someone else may be using my card,22
the transactions showing up are strange i think my card was used without me knowing,22
how do i freeze my account,22
im not certain but someone may be using my card,22
how do i freeze my card i think someone is using it to make a bunch of online transactions,22
i think someone got my card details and used it because there are transactions i dont recognize what do i do now,22
someone else used my card,22
i believe someone is using my card without my agreement,22
if i feel someone has my card information can i get a new card,22
there are a few transaction that i dont recognize i think someone managed to get my card details and use it,22
i think someone has access to my card numbers that shouldnt,22
i think my child used my card while i wasnt home,22
what do i do if i think someone managed to get my card information,22
i think someone copied the numbers on my card and is using them,22
what should i do if i think someone is using my card,22
can i use app to freeze my card and dispute fraud,22
someone else is using my card freeze it,22
do all atms take this card,3
which atms accept this card,3
where is the closest mastercard atm,3
is there a list of atm machines,3
are there any specific atms that this card can be used at,3
how do i know which atms will accept this card,3
which atms accept my card,3
is there any nearby atms,3
where are the locations of atms that accept this card,3
which atms accept this placard,3
help me locate the nearest atm,3
what atms is the card okay to use at,3
how can i find the nearest atm,3
what kind of atms can i use,3
how can i withdraw money,3
how many miles away is the atm,3
from where can i withdraw,3
which atms will accept my card,3
at what atms am i able to use the card,3
can i use my card at any atms,3
can i get cash with this card anywhere,3
which atms accept this card,3
can someone please assist me with finding my nearest atm,3
are there any atm machines near me,3
where is the nearest bank machine,3
what type of atms accept this card,3
where can i use this card at an atm,3
if i have this card which atms can i go to,3
what atms can i withdraw money from,3
i want to withdraw money where can i go,3
where can i withdrawal my money,3
what are the atms that will accept this card,3
what atms will accept this type of card,3
where can i find an atm to use this card,3
at which atms can i use this card,3
are there certain atms that i can use this card at,3
do you know the closest atm,3
can i use this card at an atm,3
is there places where i cant withdraw money,3
locations to withdraw money,3
help me there is a direct debit that i didnt make,28
there is a direct debit thats not mine,28
i have a strange direct debit in my statement,28
i dont understand where this debit came from and want it removed,28
what is this charge on my account,28
im so mad right now theres several charges that i think my x boyfriend made on my card the companys on the website wouldnt refund me my money they told me to contact my bank do something please,28
someone stole my money,28
theres a direct debit payment in my account that i didnt make,28
theres a debit on my account that i didnt do,28
i may have a fraud charge on my debit statement,28
why is there a direct debit payment on my app that is not from me,28
weird charges are appearing in my debit account,28
even though its late i wanted to see about disputing a charge i was just looking through my transactions over the past couple of months and noticed a pretty large amount that was not completed by me is this possibly something i can still do,28
there was a transaction from two weeks ago from a business that i dont know im fairly certain it wasnt me who made it but is it an option to trace it to confirm,28
what is this direct debit i am seeing,28
there is a direct debit that i dont recognize,28
unknown direct deposit,28
there is a suspicious direct debit payment,28
there is a transaction from my account that i dont recognize can you trace back the information so i can make sure its something i did or not,28
a couple weeks ago some money was deducted from my account by some seller that i dont remember im pretty sure i didnt do that but is it possible to trace back who that is just to make sure,28
i found a charge for a direct debit that was not made by me,28
i am seeing a weird payment showing up that i know i did not make how can i get it cancelled,28
this direct debit payment may not be right,28
why does the app show a direct debit payment that i did not authorize,28
can i dispute a payment even if i notice it several weeks after it was made,28
it seems there is an incorrect listing of a direct debit payment on my app that i did not make,28
i dont think i made this charge on my debit statement,28
i have a direct debit charge that i do not recognize,28
i didnt make this direct debit transaction,28
theres a direct debit on my account that i didnt authorize,28
i understand that this is extremely late after going over my transactions for the last couple of months i noticed a large charge that im sure i did not make is there anyway i can still dispute this,28
i dont recognize a debit payment that was made and would like to find out about the payment,28
i am concerned about the security in my account and would like to make a dispute,28
why is there a direct debit i didnt make showing in the app,28
there is a direct debit i do not recognise in my statement,28
i have a direct debit transaction i have not set up but would like to,28
someone has taken my money and i dont know who,28
i was charged on my account that shouldnt be there,28
theres a direct debit i wish to dispute,28
why was my account deducted from a seller when i didnt approve of it,28
what do i do if i forget my passcode because i did,44
i cant find my password,44
how do i retrieve my passcode,44
my passcode doesnt seem to be working,44
i lost my password,44
my password isnt being accepted and i need to reset it,44
something is wrong with my password,44
something is wrong with my passcode,44
how do i reset a forgotten passcode please,44
i cant recall my passcode and need to reset it,44
can i be given a new passcode,44
i do not know my passcode,44
i dont remember my code to get into the app,44
i no longer have my passcode,44
why wont my passcode work,44
can i resent my passcode,44
i need to reset my passcode how do i do it,44
show me please how to reset my passcode,44
help me reset the passcode,44
i have forgotten my passcode to access my app,44
what should i do if the passcode doesnt work for me,44
i do not remember the code what should i do,44
where can i reset the passcode,44
i need help resetting my passcode to access my app,44
what steps do i take to receive another passcode,44
i forgot my password,44
i forgot my code to get into the app,44
i have forgotten my password,44
i forgot the code to access the app,44
is there a way to reset my passcode,44
can you help me reset my password,44
can i reset my password i dont know what it is,44
how do i reset the passcode,44
what should i do if i forgot my passcode,44
my passcode doesnt work,44
tell me how to reset the passcode,44
i need a new passcode,44
i dont have my access code for the app,44
can you tell me what to do to reset my passcode,44
what is the code i need to get into the app,44
can you tell me why you wont let me get my own money out of the money machine i know i used the right pin,26
my withdrawal was cancelled,26
this is very frustrating i cant get my card to work on any atm i try and ive tried 3 of them so far whats going on can you please fix this issue immediately,26
the atm did not allow me to withdraw,26
why was my atm transaction cancelled,26
the atm keeps declining my card i tried at a couple different atms can you tell me if theres a problem with my account,26
i was at the atm trying to made a withdraw and i was declined,26
the atm didnt let me get any cash,26
i want to know why i have been unable to withdrawn funds,26
i need your help to check my account please my card keeps being declined at the atm and ive already tried two different ones,26
hi my card withdrawal was declined this morning it was working fine till yesterday please check and inform me,26
hi i was trying to use my card but it was declining by atm i have cross checked with two different atms but i was facing the same issue could you please check my account,26
i tried to make a cash withdrawal and it was declined why did this happen,26
i cant get money out of the atm,26
the atm is declining my card i tried at two different atms can you tell me if theres anything wrong with my account,26
the withdrawal was declined i am unsure as to why this happened,26
i was declined when i tried to get cash,26
why was i declined at the atm today when i was trying to make a withdraw,26
what are some reasons that would cause atm machines to decline my card it has happened to me multiple times,26
why did the atm machine fail to give me a cash withdrawal,26
my atm transaction was unsuccessful,26
i attempted to get cash but was declined,26
i tried to withdraw money but i was declined,26
how come i cant take money out of the atm,26
the atm keeps declining my card i tried at two different atms can you tell me if theres an issue with my account,26
why was my cash withdrawal declined,26
why could i not get cash,26
why couldnt i get cash in the atm,26
why cant i get cash,26
why didnt the atm give me my money,26
i tried to withdraw money from an atm and i was declined on front of my friends why did this happen,26
the atm isnt giving out any money,26
why was i declined getting cash,26
i couldnt get cash at the atm,26
